Car Name,Make,Model,KM's driven,Price,Fuel_Diesel,Fuel_Hybrid,Fuel_Petrol,Transmission_Manual,Car Age
TOYOTA COROLLA XLI 2010 MODEL,Toyota,Corolla XLI,124000,2080000,False,False,True,True,14
Honda city 2013 Karachi registered 03076088031.,Honda,City IVTEC,120000,2575000,False,False,True,True,11
Model 2009 registration 2014 good condition,Daihatsu,Hijet,80000,1170000,False,False,True,True,15
Honda city,Honda,City IVTEC,76000,3500000,False,False,True,True,5
Toyota Passo Model 2007 Registration 2012,Toyota,Passo,117000,1590000,False,False,True,False,17
changan karvaan plus 2022,Changan,Karvaan,18652,2800000,False,False,True,True,2
suzuki swift 2011,Suzuki,Swift,150000,1750000,False,False,True,True,13
Toyota GLI 2018,Toyota,Corolla GLI,64000,4500000,False,False,True,True,6
-Honda city 2018 Witgh clr,Honda,City IVTEC,160000,3350000,False,False,True,True,6
Toyota corolla Gli 1.3 automatic,Toyota,Corolla GLI,115700,3670000,False,False,True,False,10
Honda city 2015 model,Honda,City IVTEC,70000,2850000,False,False,True,True,9
Toyota corolla Altus 2019 price 4900000 03349191893,Toyota,Corrolla Altis,28000,4900000,False,False,True,False,5
Toyota gli special addition,Toyota,Corolla GLI,92000,3050000,False,False,True,True,10
husnain motors faqirwali,Toyota,Corolla XLI,110266,2750000,False,False,True,True,9
Family used Honda City in excellent condition,Honda,City IVTEC,90000,2625000,False,False,True,True,11
Mehran vxr 2010 model grey colour,Suzuki,Mehran VXR,20000,1000000,False,False,True,True,14
good condiiton,Mitsubishi,Lancer,220000,1900000,False,False,True,True,19
toyota gli 2019,Toyota,Corolla GLI,62310,4000000,False,False,True,True,5
original,Suzuki,Wagon R,97000,2155000,False,False,True,True,6
Suzuki Every 2018,Suzuki,Every,92000,2585000,False,False,True,False,6
coure 2004,Daihatsu,Cuore,170000,730000,False,False,False,True,20
changan karvan,Changan,Karvaan,77000,2075000,False,False,True,True,3
HONDA CITY 2011,Honda,City IVTEC,134000,2350000,False,False,True,True,13
honda city 2002 availble price is negotiable,Honda,City IDSI,150000,1000000,False,False,True,True,22
alto vxr 2007 model vip condition,Suzuki,Alto,70000,690000,False,False,True,True,17
New Car,Honda,City IVTEC,94000,2850000,False,False,True,True,9
Good car leather seats 0/3/4/5/6/7/8/5/4/4/7,Suzuki,Wagon R,90000,2100000,False,False,True,True,6
Cuore 2008,Daihatsu,Cuore,99000,880000,False,False,True,True,16
Toyota corolla altis Grande 2016 model,Suzuki,Alto,65000,3980000,False,False,True,False,8
Toyota Yaris 1.3 M/T B2B Genuine,Toyota,Yaris,20500,4075000,False,False,True,True,2
"MIRA 2 DOOR , 2010 MODEL 2015 REG",Daihatsu,Mira,118000,1485000,False,False,True,False,14
mira 2015 /2018 . good candidation,Daihatsu,Mira,100000,2800000,False,False,True,False,9
kia sportage 2002 model,KIA,Sportage,123456,1190000,False,False,True,True,22
honda civic  2017 model,Honda,Civic Prosmetic,155000,4850000,False,False,True,False,7
toyota corolla gli fully modify 09/10 modal,Toyota,Corolla GLI,135000,2050000,False,False,True,True,14
Urgent sell,Mitsubishi,Pajero Mini,110000,1900000,False,False,True,False,12
HONDA CITY 1.3 MAUNAL,Honda,City IVTEC,68000,3585000,False,False,True,True,5
SUZUKI EVERY NISSAN MONO,Suzuki,Every,12345,2650000,False,False,True,True,6
Mehran good condition 2011 model 12 ki registar ha,Suzuki,Mehran VXR,100000,850000,False,False,True,True,12
Toyota Corolla grande 2015,Toyota,Altis Grande,117000,3350000,False,False,True,False,9
"Daihatsu Mira 660cc Automatic Eco idle 
Model 2012/2014",Daihatsu,Mira,120000,2250000,False,False,True,False,12
Santro 2004 for Sale,Hyundai,Santro,200000,910000,False,False,True,True,20
Honda civic vti oriel prosmatec  1.8,Honda,Civic Prosmetic,58000,3350000,False,False,True,False,10
Daihatsu Cuore CX Eco,Daihatsu,Cuore,100000,870000,False,False,True,True,13
Corolla Altis 1.6 2015 model,Toyota,Altis Grande,85000,3450000,False,False,True,False,9
Toyota Yaris ativ,Toyota,Yaris,47000,4050000,False,False,True,False,3
Like new car. Allama Iqbal town Lahore.,Hyundai,Santro,100000,970000,False,False,True,True,17
Toyota,Toyota,Corolla XLI,152000,3150000,False,False,True,True,7
Toyota Corolla Altis 1.8 CVT-I 2016 Model All okh,Toyota,Altis Grande,130510,4700000,False,False,True,False,8
3026699501,Daihatsu,Cuore,90000,800000,False,False,True,False,20
Corolla 2016 xli bumper to bumper orignal like a new,Toyota,Corolla XLI,69000,3150000,False,False,True,True,8
Honda city 1.3 i-vtec prosmatec Automatic,Honda,City IVTEC,105000,3650000,False,False,True,False,6
Hi selling my XLI new light,Toyota,Corolla XLI,150000,2200000,False,False,True,True,13
Cuore Automatic,Daihatsu,Cuore,12000,750000,False,False,True,False,20
model 2009 lahor no total janvan,Daihatsu,Cuore,45000,1095000,False,False,True,True,15
Original Condition Daihatsu Coure CX 2010 btr dn alto cultus mehran,Daihatsu,Cuore,87000,895000,False,False,True,True,14
contact number 0308-5700436,Suzuki,Every,60000,750000,False,False,True,True,18
Kia classic,KIA,Classic,99000,450000,False,False,True,True,24
toyota grandi total janwan argant for sale,Toyota,Altis Grande,112000,2650000,False,False,True,False,14
mehran vxr 2016 model,Suzuki,Mehran VXR,65000,1250000,False,False,True,True,8
urgent sale,Honda,Civic Oriel,55000,4800000,False,False,True,False,8
Suzuki Mehran for sale,Suzuki,Mehran VXR,100000,1090000,False,False,True,True,9
"Honda City , no touch up condition 10/10",Honda,City IVTEC,41900,3075000,False,False,True,True,8
good car 03006945596,Honda,City IVTEC,135000,2190000,False,False,True,True,14
Cuore 2012,Daihatsu,Cuore,120000,865000,False,False,True,True,12
terios kid X full option 2003/2006 throughout petrol,Daihatsu,Terios Kid,86000,1480000,False,False,True,False,21
Daihatsu Hijet 2016 model 2023 register 2022 import,Daihatsu,Hijet,80000,1790000,False,False,True,False,8
0306-6665626,Suzuki,Wagon R,80000,2600000,False,False,True,True,5
Excellent condition Santro Club for urgent sale,Hyundai,Santro,123456,625000,False,False,True,True,20
Suzuki Baleno automatic up for sale perfect running car for sale,Suzuki,Baleno,169000,850000,False,False,True,False,20
suzuki alto,Suzuki,Alto,50000,590000,False,False,True,True,19
coure 2001 (Automatic),Daihatsu,Cuore,9999,600000,False,False,True,False,23
Honda Reborn 2007 Automatic,Honda,Civic Prosmetic,250000,2450000,False,False,True,False,17
dihatsu cuore for sale,Daihatsu,Cuore,200000,685000,False,False,True,True,21
toyota altis,Toyota,Altis Grande,300000,3000000,False,False,True,False,12
Mehran Vxr 2009  /03058980168 only cal,Suzuki,Mehran VXR,91005,650000,False,False,True,True,15
honda civic 2013,Honda,City IVTEC,98000,3475000,False,False,True,False,11
"Honda City 2008 model
First owner-Islamabad registered",Honda,City IDSI,142600,1890000,False,False,True,True,16
want to sell my civic prosmatic 2005. .,Honda,Civic Prosmetic,100000,1370000,False,False,True,False,19
Toyota Yaris Ativ 1.3L,Toyota,Yaris,70000,4185000,False,False,True,False,3
ac on hai gari koi Kam nai hai,Suzuki,Baleno,188803,650000,False,False,True,False,23
kia picanto 2021 model automatic,KIA,Picanto,45000,3400000,False,False,True,False,3
Toyota yaris 1.3 ATIV CVT,Toyota,Yaris,32000,4499000,False,False,True,False,3
Toyota Corolla Altis 1.6 (03325661515),Toyota,Corrolla Altis,105000,3975000,False,False,True,False,9
Honda City 2010 Manual Almost Original,Honda,City IVTEC,12345,2185000,False,False,True,True,14
Honda City IVTEC 1.5,Honda,City IVTEC,91000,3270000,False,False,True,True,6
Xli 2011,Toyota,Corolla XLI,350000,2100000,False,False,False,True,13
baleno car,Suzuki,Baleno,100000,850000,False,False,True,True,19
argent sell context 03142141203,Suzuki,Bolan,48000,750000,False,False,True,True,13
Suzuki Bolan,Suzuki,Bolan,67400,1480000,False,False,True,True,5
Mitsubishi Ek X Model 2020  Hybrid,Mitsubishi,Ek Wagon,28000,3975000,False,False,True,False,4
Suzuki alto argant sell,Suzuki,Alto,5000,960000,False,False,True,True,17
Suzuki cultus 2009,Suzuki,Cultus VXR,50000,950000,False,False,True,True,15
SUZUKI ALTO 2014/19,Suzuki,Alto,51500,2600000,False,False,True,False,10
Suzuki Cultus 2016 Limited Edition Graphite Gray Lovely Condition,Suzuki,Cultus VXR,92000,1800000,False,False,True,True,8
3008311850,Toyota,Corolla XLI,145289,1675000,False,False,True,True,17
lancer 2006 model,Mitsubishi,Lancer,300000,1325000,False,False,True,True,18
CHEVERLET JOY,Chevrolet,Joy,100000,765000,False,False,True,False,18
Toyota Passo 2014,Toyota,Passo,82000,2780000,False,False,True,False,10
Toyota Yaris ATIV CVT 1.3 2022,Toyota,Yaris,32000,4575000,False,False,True,False,2
santro executive almost genuine,Hyundai,Santro,189000,929000,False,False,True,True,20
lancer 2007,Mitsubishi,Lancer,195000,1650000,False,False,True,False,17
Honda City 2018,Honda,City IVTEC,119000,3099000,False,False,True,True,6
Honda Civic Exi Prosmatec 2006,Honda,Civic Prosmetic,112000,1555000,False,False,True,False,19
suzuki wagon r 2015 japani,Suzuki,Wagon R,93000,2500000,False,False,True,False,9
Suzuki swift DLX 2014,Suzuki,Swift,190000,1950000,False,False,True,True,10
Dihastu Move RS,Daihatsu,Move,90000,3200000,False,False,True,False,7
Daihatsu Mira 2014 'Exceptional Mileage x Condition',Daihatsu,Mira,23388,2475000,False,False,True,False,10
suzuki wagon R VXL,Suzuki,Wagon R,172000,2000000,False,False,True,True,7
Wagon R VXL 2018/2019,Suzuki,Wagon R,68000,2225000,False,False,True,True,6
Suzuki Wagon R VXL,Suzuki,Wagon R,10900,2895000,False,False,True,True,3
honda city,Honda,City IVTEC,1234,1950000,False,False,True,True,12
Daihatsu Mira 2016,Daihatsu,Mira,80000,2500000,False,False,True,False,8
Honda City (I V-Tech) 2011,Honda,City IVTEC,125000,2325000,False,False,True,True,13
Hyundai Santro(power steering),Hyundai,Santro,113000,835000,False,False,True,True,20
Immaculate genuine condition Suzuki Every Van 2018 PC,Suzuki,Every,80000,2510000,False,False,True,False,6
SUZUKI BOLAN 2021,Suzuki,Bolan,2900,1800000,False,False,True,True,3
HYUNDAI SANTRO 2009 NEW CONDITION,Hyundai,Santro,130000,1250000,False,False,True,True,15
own seald engine,Hyundai,Santro,123455,800000,False,False,True,True,19
Honda City 1.3 (Manual),Honda,City IVTEC,189000,2360000,False,False,True,True,12
Suzuki Alto 2007 Like new car,Suzuki,Alto,83000,890000,False,False,True,True,17
3086863882,Honda,City Vario,170000,1770000,False,False,True,False,18
Fabulous condition 2005 Automatic City. . 0322-4277432,Honda,City Vario,88000,1790000,False,False,True,False,19
Suzuki wagnor vxl 2019,Suzuki,Wagon R,150000,2450000,False,False,True,True,5
Alto vxr 2021 model 2022 rigester total geniune,Suzuki,Alto,30000,2470000,False,False,True,True,2
Toyota Gli 2016,Toyota,Corolla GLI,55555,3350000,False,False,True,True,8
ES Mira 2015/18 SECOND OWNER SMART CARD DUPLICATE ON MY NAME,Daihatsu,Mira,87500,2365000,False,False,True,False,9
Suzuki swift DLX 2014 location in gujranwala,Suzuki,Swift,11085,1940000,False,False,True,True,10
Honda City I-VTEC 2020,Honda,City IVTEC,45000,3350000,False,False,True,False,4
Suzuki bolan 2004 model urgent sale,Suzuki,Bolan,65319,650000,False,False,False,True,20
Daihatsu Move X custom,Daihatsu,Move,86000,2485000,False,False,True,False,10
Total genuine Islamabad number Hana Plus passo,Toyota,Passo,120000,2795000,False,False,True,False,12
URGENTLY SALE TODAY,Hyundai,Santro,103000,715000,False,False,True,True,21
house good used 10 by 10 03349196782,Suzuki,Baleno,9999,1050000,False,False,True,True,24
WAGON R AGS 2022 FOR SALE,Suzuki,Wagon R,9780,3200000,False,False,True,False,2
Suzuki Wagon R,Suzuki,Wagon R,145462,1699000,False,False,True,True,10
Daihatsu Mira 2014-2017,Daihatsu,Mira,246270,2310000,False,False,True,False,10
Kia Sportage | 2005 model | CNG + Petrol,KIA,Sportage,100000,1420000,False,False,False,True,19
Suzuki Every,Suzuki,Every,1000,1200000,False,False,True,False,14
Daihatsu Hijet 2015,Daihatsu,Hijet,97000,1350000,False,False,True,False,9
SUZUKI CULTUS EURO II 2014,Suzuki,Cultus VXR,75000,1300000,False,False,True,True,10
Wagnor Vxl. 0.3. 2.1. 8.4. 5.2. 4.0. 6,Suzuki,Wagon R,113000,2225000,False,False,True,True,5
faw v2,FAW,V2,106000,1450000,False,False,True,True,7
2018 Corolla Altis 1.6,Toyota,Corrolla Altis,50000,4300000,False,False,True,False,6
Santro plus in good condition,Hyundai,Santro,150000,580000,False,False,True,True,24
Toyota Corolla ALTIS 1.6,Toyota,Corrolla Altis,44000,4750000,False,False,True,False,5
Suzuki Alto 2005,Suzuki,Alto,2000,500000,False,False,True,True,19
Toyota Yaris 1000cc,Toyota,Yaris,89000,4425000,False,False,True,False,4
Toyota Corolla SE saloon,Toyota,Corolla GLI,300000,1450000,False,False,True,False,21
"Corolla Altise 1.8 CVTi - Great Condition, Less price for urgent sale",Toyota,Corrolla Altis,126000,3395000,False,False,True,False,10
hijet 2013&2018 full cruise good condition,Daihatsu,Hijet,97000,1580000,False,False,True,False,11
TOYOTA COROLLA GLi VVTi 1.3MT,Toyota,Corolla GLI,65500,3950000,False,False,True,True,6
car for selling,Suzuki,Cultus VXR,9000,750000,False,False,True,True,18
Toyota Corolla XLI,Toyota,Corolla XLI,140000,3350000,False,False,True,True,7
Toyota Corolla altis for sale,Toyota,Corrolla Altis,200000,1850000,False,False,True,False,16
gari bilkul new look main ha engine suspension smoot drive vxr jeniun,Suzuki,Mehran VXR,123455,850000,False,False,True,True,11
Mehran 2008 Vxr original condition,Suzuki,Mehran VXR,9999,770000,False,False,True,True,16
Coure 2004 original automatic Gear,Daihatsu,Cuore,100000,790000,False,False,True,False,20
TOYOTA COROLLA GLI,Toyota,Corolla GLI,70000,3250000,False,False,True,True,8
car use for home only,Toyota,Corrolla Altis,92000,4400000,False,False,True,False,7
Genuine GLI 2014 model limited edition,Toyota,Corolla GLI,122000,3000000,False,False,True,True,10
bohat saaf gadi hy Home use me the koi kam ni hony wala,Suzuki,Baleno,1000,1100000,False,False,True,True,20
Daihatsu Coure 2008 Model 2009 Registered,Daihatsu,Cuore,177000,950000,False,False,True,True,16
suzuki swift,Suzuki,Swift,111111,2150000,False,False,True,True,8
Changan karavan plus,Changan,Karvaan,37425,2585000,False,False,True,True,3
"Alto VXR (LPG, CNG) Family use",Suzuki,Alto,12345,900000,False,False,True,True,16
HONDA CITY 2018 Islamabad registered,Honda,City IVTEC,110000,3275000,False,False,True,True,6
Honda City 2019/2023,Honda,City IVTEC,71000,3550000,False,False,True,True,5
Daihatsu Coure 2003,Daihatsu,Cuore,1234,475000,False,False,True,True,21
Chevrolet joy 2008,Chevrolet,Joy,123456,725000,False,False,True,True,16
Xli Corolla 2009  good Condition,Toyota,Corolla XLI,150000,1740000,False,False,True,True,15
Daihatsu Move,Daihatsu,Move,48500,2600000,False,False,True,False,8
Ac heater working good fuel everge,Suzuki,Every,185000,1280000,False,False,True,False,9
Chevrolet Exclusive Automatic 2006 660cc,Chevrolet,Exclusive,190000,730000,False,False,True,False,18
Just buy and drive No any work required,Honda,City IVTEC,100000,2250000,False,False,True,True,13
Car on urgent sale,Daihatsu,Mira,119200,1500000,False,False,True,False,12
honda city ivtec prosmetic 1.3,Honda,City IVTEC,68500,3350000,False,False,True,False,6
total jeanion inner 100% jeanion outr 75% jeqnion 25% only taching,Daihatsu,Cuore,148000,780000,False,False,True,True,20
Daihatsu Mira- URGENT SALE,Daihatsu,Mira,100000,2999999,False,False,True,False,7
Toyota Yaris 1.5 Ativ X 2022 model,Toyota,Yaris,11783,4900000,False,False,True,False,2
KIA CLASSIC FOR SALE,KIA,Classic,170000,650000,False,False,True,True,19
civic 2013,Honda,Civic Prosmetic,83000,2975000,False,False,True,False,11
Honda Civic Reborn Prosmetic,Honda,Civic Prosmetic,111000,1900000,False,False,True,False,16
civic prosmatic,Honda,Civic Prosmetic,200000,1250000,False,False,True,False,21
Toyota Corolla Gli 2007 Model,Toyota,Corolla GLI,277000,1800000,False,False,True,True,17
car sale good condition,Toyota,Corrolla Altis,65000,4800000,False,False,True,False,4
corolla XLI (convert GLi),Toyota,Corolla XLI,1234,2250000,False,False,True,True,14
Honda City 2014 Automatic,Honda,City IVTEC,120000,2700000,False,False,True,False,10
santro 2006 Rs849000//,Hyundai,Santro,128635,849000,False,False,True,True,18
Faw V2 2020,FAW,V2,55000,2150000,False,False,True,True,4
honda city 2016,Honda,City IVTEC,185000,3000000,False,False,True,True,8
City Aspire 1.5 Automatic 14 / 15,Honda,City Aspire,98700,3200000,False,False,True,False,10
2006 modil cultus vxr,Suzuki,Cultus VXR,30134,750000,False,False,True,True,18
suzuki cultus neat and clean 2007/2008,Suzuki,Cultus VXR,123456,910000,False,False,True,True,16
corolla altis 1.6 2017,Toyota,Corrolla Altis,80000,3725000,False,False,True,False,7
beautiful car sentaro,Hyundai,Santro,285000,850000,False,False,True,True,19
Chevrolet Joy 2004,Chevrolet,Joy,120000,675000,False,False,True,True,20
Toyota Altis Grande 1.8 2016 Black 1st Owner,Toyota,Altis Grande,74500,3880000,False,False,True,False,8
HONDA CIVIC VTI PROSMATEC ISLAMABAD REGISTERED,Honda,Civic Prosmetic,123456,2689999,False,False,True,False,13
Toyota corolla Yaris v good condition urgent sale first owner,Toyota,Yaris,71000,4085000,False,False,True,False,4
Honda City i. VTEC,Honda,City IVTEC,58000,3635000,False,False,True,True,6
Hijet 660cc.,Daihatsu,Hijet,12345,1260000,False,False,True,False,14
honda city 1.5 aspire 2020,Honda,City Aspire,83000,4200000,False,False,True,False,4
alto vxl ags 2021,Suzuki,Alto,34000,2550000,False,False,True,False,3
Suzuki Mehran vxr lahore register chill AC,Suzuki,Mehran VXR,1234,755000,False,False,True,True,16
Suzuki wagonr VXR,Suzuki,Wagon R,16800,2650000,False,False,True,True,2
Mehran VXR 2015,Suzuki,Mehran VXR,89650,1020000,False,False,True,True,9
Gli Model 2010 registered 2011,Toyota,Corolla GLI,160000,2350000,False,False,True,True,13
Alto Mehran 2009 Selling Urgent Last Price,Suzuki,Alto,137000,500000,False,False,False,True,15
wagon VXL NEW Condition,Suzuki,Wagon R,29000,2800000,False,False,True,True,2
Cutus 2012 Model for sale,Suzuki,Cultus VXR,40000,1300000,False,False,True,True,12
Suzuki cultus A1 condition 2010/11 model,Suzuki,Cultus VXR,85000,1170000,False,False,True,True,13
Kia Classic 2005,KIA,Classic,108146,600000,False,False,False,True,19
